CFOP,TMCFTIT,TMCFDSC,TMCLOE
6357,Prestação de serviço de transporte a não contribuinte,Classificam-se neste código as prestações de serviços de transporte a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.,4003 
6400,SAÍDAS DE MERCADORIAS SUJEITAS AO REGIME DE SUBSTITUIÇÃO TRIBUTÁRIA,,TRIB
6401,"Venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária, na condição de contribuinte substituto","Classificam-se neste código as vendas de produtos industrializados no estabelecimento em operações com produtos sujeitos ao regime de substituição tributária, na condição de contribuinte substituto. Também serão classificadas neste código as vendas de pro",TRIB
6402,"Venda de produção do estabelecimento de produto sujeito ao regime de substituição tributária, em operação entre contribuintes substitutos do mesmo produto","Classificam-se neste código as vendas de produtos sujeitos ao regime de substituição tributária industrializados no estabelecimento, em operações entre contribuintes substitutos do mesmo produto.",TRIB
6403,Venda prod ST por substituto - não gera crédito,"Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros, na condição de contribuinte substituto, em operação com mercadorias sujeitas ao regime de substituição tributária.",TRIB
6404,"Venda de mercadoria sujeita ao regime de substituição tributária, cujo imposto já tenha sido retido anteriormente","Classificam-se neste código as vendas de mercadorias sujeitas ao regime de substituição tributária, na condição de substituto tributário, exclusivamente nas hipóteses em que o imposto já tenha sido retido anteriormente.",TRIB
6408,Transferência de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária,"Classificam-se neste código os produtos industrializados no estabelecimento e transferidos para outro estabelecimento da mesma empresa, em operações com produtos sujeitos ao regime de substituição tributária.",TRIB
6409,Transferência de prod ST - não gera crédito,"Classificam-se neste código as transferências para outro estabelecimento da mesma empresa, de mercadorias adquiridas ou recebidas de terceiros que não tenham sido objeto de qualquer processo industrial no estabelecimento, em operações com mercadorias suje",TRIB
6410,Devolução de compra para industrialização em operação com mercadoria sujeita ao regime de substituição tributária,Classificam-se neste código as devoluções de mercadorias adquiridas para serem utilizadas em processo de industrialização cujas entradas tenham sido classificadas como,4015 
6411,Devolução de compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária,"Classificam-se neste código as devoluções de mercadorias adquiridas para serem comercializadas, cujas entradas tenham sido classificadas como",4015 
6412,"Devolução de bem do ativo imobilizado, em operação com mercadoria sujeita ao regime de substituição tributária","Classificam-se neste código as devoluções de bens adquiridos para integrar o ativo imobilizado do estabelecimento, cuja entrada tenha sido classificada no código",4015 
6413,"Devolução de mercadoria destinada ao uso ou consumo, em operação com mercadoria sujeita ao regime de substituição tributária","Classificam-se neste código as devoluções de mercadorias adquiridas para uso ou consumo do estabelecimento, cuja entrada tenha sido classificada no código",4015 
6414,Remessa de produção do estabelecimento para venda fora do estabelecimento em operação com produto sujeito ao regime de substituição tributária,"Classificam-se neste código as remessas de produtos industrializados pelo estabelecimento para serem vendidos fora do estabelecimento, inclusive por meio de veículos, em operações com produtos sujeitos ao regime de substituição tributária.",TRIB
6415,"Remessa de mercadoria adquirida ou recebida de terceiros para venda fora do estabelecimento, em operação com mercadoria sujeita ao regime de substituição tributária","Classificam-se neste código as remessas de mercadorias adquiridas ou recebidas de terceiros para serem vendidas fora do estabelecimento, inclusive por meio de veículos, em operações com mercadorias sujeitas ao regime de substituição tributária.",TRIB
6500,REMESSAS COM FIM ESPECÍFICO DE EXPORTAÇÃO E EVENTUAIS DEVOLUÇÕES,,TRIB
6501,Remessa c/ fim exportação  - não gera crédito,"Classificam-se neste código as saídas de produtos industrializados pelo estabelecimento, remetidos com fim específico de exportação a trading company, empresa comercial exportadora ou outro estabelecimento do remetente.",TRIB
6502,Remessa C/ fim de exportação - NÃO GERA CRÉDITO,"Classificam-se neste código as saídas de mercadorias adquiridas ou recebidas de terceiros, remetidas com fim específico de exportação a trading company, empresa comercial exportadora ou outro estabelecimento do remetente.",TRIB
6503,Devolução de mercadoria recebida com fim específico de exportação,"Classificam-se neste código as devoluções efetuadas por trading company, empresa comercial exportadora ou outro estabelecimento do destinatário, de mercadorias recebidas com fim específico de exportação, cujas entradas tenham sido classificadas no código",4015 
6550,OPERAÇÕES COM BENS DE ATIVO IMOBILIZADO E MATERIAIS PARA USO OU CONSUMO,,TRIB
6551,Venda de bem do ativo imobilizado,Classificam-se neste código as vendas de bens integrantes do ativo imobilizado do estabelecimento.,TRIB
6552,Transferência de bem do ativo imobilizado,Classificam-se neste código os bens do ativo imobilizado transferidos para outro estabelecimento da mesma empresa.,TRIB
6553,Devolução de compra de bem para o ativo imobilizado,"Classificam-se neste código as devoluções de bens adquiridos para integrar o ativo imobilizado do estabelecimento, cuja entrada foi classificada no código",4015 
6554,Remessa de bem do ativo imobilizado para uso fora do estabelecimento,Classificam-se neste código as remessas de bens do ativo imobilizado para uso fora do estabelecimento.,TRIB
6555,"Devolução de bem do ativo imobilizado de terceiro, recebido para uso no estabelecimento","Classificam-se neste código as saídas em devolução, de bens do ativo imobilizado de terceiros, recebidos para uso no estabelecimento, cuja entrada tenha sido classificada no código",4015 
6556,Devolução de compra de material de uso ou consumo,"Classificam-se neste código as devoluções de mercadorias destinadas ao uso ou consumo do estabelecimento, cuja entrada tenha sido classificada no código",4015 
6557,Transferência de material de uso ou consumo,Classificam-se neste código os materiais de uso ou consumo transferidos para outro estabelecimento da mesma empresa.,TRIB
6600,CRÉDITOS E RESSARCIMENTOS DE ICMS,,TRIB
6603,Ressarcimento de ICMS retido por substituição tributária,"Classificam-se neste código os lançamentos destinados ao registro de ressarcimento de ICMS retido por substituição tributária a contribuinte substituído, efetuado pelo contribuinte substituto, nas hipóteses previstas na legislação aplicável.",4003 
6652,Venda de combustível ou lubrificante de produção do estabelecimento destinado à comercialização,"Classificam-se neste código as vendas de combustíveis ou lubrificantes industrializados no estabelecimento destinados à comercialização, inclusive aquelas decorrentes de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 6.922 - “Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura”.",TRIB
6654,VENDA DE COMBUSTÍVEL OU LUBRIFANTE ADQUIRIDO OU RECEBIDO DE TERCEIROS DESTINADO À INDUSTRIALIZAÇÃO SUBSEQUENTE,"CLASSIFICAM-SE NESTE CÓDIGO AS VENDAS DE COMBUSTÍVEIS OU LUBRIFICANTES ADQUIRIDOS OU RECEBIDOS DE TERCEIROS DESTINADOS À INDUSTRIALIZAÇÃO DO PRÓPRIO PRODUTO, INCLUSE AQUELAS DECORRENTES DE ENCOMENDA PARA ENTREGA FUTURA, CUJO FATURAMENTO TENHA SIDO CLASSIFICADO NO CODIGO 5.922""LANÇAMENTO EFETUADO A TÍTULO DE SIMPLES FATURAMENTO DECORRENTE DE VENDA PARA ENTREGA FUTURA""",TRIB
6655,Venda de combustível ou lubrificante adquirido ou recebido de terceiros destinado à comercialização,"Classificam-se neste código as vendas de combustíveis ou lubrificantes adquiridos ou recebidos de terceiros destinados à comercialização, inclusive aquelas decorrentes de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 5.922 - “Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura”.",TRIB
6656,Venda de combustível ou lubrificante adquirido ou recebido de terceiros destinado a consumidor ou usuário final,"Classificam-se neste código as vendas de combustíveis ou lubrificantes adquiridos ou recebidos de terceiros destinados a consumo em processo de industrialização de outros produtos, à prestação de serviços ou a usuário final, inclusive aquelas decorrentes de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 5.922 - “Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura”.",TRIB
6659,Transferência de combustível ou lubrificante adquirido ou recebido de terceiro,"Classificam-se neste código as transferências de combustíveis ou lubrificantes, adquiridos ou recebidos de terceiros, para outro estabelecimento da mesma empresa.",TRIB
6667,VENDA DE COMBUSTÍVEL OU LUBRIFICANTE A CONSUMIDOR OU SUÁRIO FINAL ESTABELECIDO EM OUTRA UNIDADE DA FEDERAÇÃO DIFERENTE DA QUE OCORRER O CONSUMO.,"VENDA DE COMBUSTÍVEL OU LUBRIFICANTE A CONSUMIOR OU USUÁRIO FINAL ESTABELECIDO EM OUTRA UNIDADE DA FEDERAÇÃO, CUJO ABASTECIMENTO TENHA SIDO EFETUADO NA UNIDADE DA FEDERAÇÃO DO REMETENTE.",TRIB
6900,OUTRAS SAÍDAS DE MERCADORIAS OU PRESTAÇÕES DE SERVIÇOS,,TRIB
6901,Remessa para industrialização por encomenda,"Classificam-se neste código as remessas de insumos remetidos para industrialização por encomenda, a ser realizada em outra empresa ou em outro estabelecimento da mesma empresa.",TRIB
6902,Retorno de mercadoria utilizada na industrialização por encomenda,"Classificam-se neste código as remessas, pelo estabelecimento industrializador, dos insumos recebidos para industrialização e incorporados ao produto final, por encomenda de outra empresa ou de outro estabelecimento da mesma empresa. O valor dos insumos n",TRIB
6903,Retorno de mercadoria recebida para industrialização e não aplicada no referido processo,Classificam-se neste código as remessas em devolução de insumos recebidos para industrialização e não aplicados no referido processo.,4015 
6904,Remessa para venda fora do estabelecimento,"Classificam-se neste código as remessas de mercadorias para venda fora do estabelecimento, inclusive por meio de veículos.",TRIB
6905,Remessa para depósito fechado ou armazém geral,Classificam-se neste código as remessas de mercadorias para depósito em depósito fechado ou armazém geral.,TRIB
6906,Retorno de mercadoria depositada em depósito fechado ou armazém geral,Classificam-se neste código os retornos de mercadorias depositadas em depósito fechado ou armazém geral ao estabelecimento depositante.,4015 
6907,Retorno simbólico de mercadoria depositada em depósito fechado ou armazém geral,"Classificam-se neste código os retornos simbólicos de mercadorias recebidas para depósito em depósito fechado ou armazém geral, quando as mercadorias depositadas tenham sido objeto de saída a qualquer título e que não devam retornar ao estabelecimento dep",4015 
6908,Remessa de bem por conta de contrato de comodato,Classificam-se neste código as remessas de bens para o cumprimento de contrato de comodato.,4004 
6909,Retorno de bem recebido por conta de contrato de comodato,Classificam-se neste código as remessas de bens em devolução após cumprido o contrato de comodato.,4015 
6910,"Remessa em bonificação, doação ou brinde - não gera crédito","Classificam-se neste código as remessas de mercadorias a título de bonificação, doação ou brinde.",TRIB
6911,Remessa de amostra grátis,Classificam-se neste código as remessas de mercadorias a título de amostra grátis.,4003 
6912,Remessa de mercadoria ou bem para demonstração,Classificam-se neste código as remessas de mercadorias ou bens para demonstração.,TRIB
6913,Retorno de mercadoria ou bem recebido para demonstração,Classificam-se neste código as remessas em devolução de mercadorias ou bens recebidos para demonstração.,4015 
6914,Remessa de mercadoria ou bem para exposição ou feira,Classificam-se neste código as remessas de mercadorias ou bens para exposição ou feira.,TRIB
6915,Remessa de mercadoria ou bem para conserto ou reparo,Classificam-se neste código as remessas de mercadorias ou bens para conserto ou reparo.,4012 
6916,Retorno de mercadoria ou bem recebido para conserto ou reparo,Classificam-se neste código as remessas em devolução de mercadorias ou bens recebidos para conserto ou reparo.,4013 
6917,Remessa de mercadoria em consignação mercantil ou industrial,Classificam-se neste código as remessas de mercadorias a título de consignação mercantil ou industrial.,TRIB
6918,Devolução de mercadoria recebida em consignação mercantil ou industrial,Classificam-se neste código as devoluções de mercadorias recebidas anteriormente a título de consignação mercantil ou industrial.,4015 
6919,"Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, recebida anteriormente em consignação mercantil ou industrial","Classificam-se neste código as devoluções simbólicas de mercadorias vendidas ou utilizadas em processo industrial, que tenham sido recebidas anteriormente a título de consignação mercantil ou industrial.",4015 
6920,Remessa de vasilhame ou sacaria,Classificam-se neste código as remessas de vasilhame ou sacaria.,4003 
6921,Devolução de vasilhame ou sacaria,Classificam-se neste código as saídas por devolução de vasilhame ou sacaria.,4003 
6922,Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura,Classificam-se neste código os registros efetuados a título de simples faturamento decorrente de venda para entrega futura.,TRIB
6923,"Remessa de mercadoria por conta e ordem de terceiros, em venda à ordem","Classificam-se neste código as saídas correspondentes à entrega de mercadorias por conta e ordem de terceiros, em vendas à ordem, cuja venda ao adquirente originário, foi classificada nos códigos",TRIB
6924,"Remessa para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente","Classificam-se neste código as saídas de insumos com destino a estabelecimento industrializador, para serem industrializados por conta e ordem do adquirente, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente dos mesm",TRIB
6925,"Retorno de mercadoria recebida para industrialização por conta e ordem do adquirente da mercadoria, quando aquela não transitar pelo estabelecimento do adquirente","Classificam-se neste código as remessas, pelo estabelecimento industrializador, dos insumos recebidos, por conta e ordem do adquirente, para industrialização e incorporados ao produto final, nas hipóteses em que os insumos não tenham transitado pelo estab",TRIB
6929,Lançamento efetuado em decorrência de emissão de documento fiscal relativo a operação ou prestação também registrada em equipamento Emissor de Cupom Fiscal - ECF,Classificam-se neste código os registros relativos aos documentos fiscais emitidos em operações ou prestações que também tenham sido registradas em equipamento Emissor de Cupom Fiscal - ECF.,TRIB
6931,"Lançamento efetuado em decorrência da responsabilidade de retenção do imposto por substituição tributária, atribuída ao remetente ou alienante da mercadoria, pelo serviço de transporte realizado por transportador autônomo ou por transportador não inscrit",Classificam-se neste código exclusivamente os lançamentos efetuados pelo remetente ou alienante da mercadoria quando lhe for atribuída a responsabilidade pelo recolhimento do imposto devido pelo serviço de transporte realizado por transportador autônomo o,4003 
6932,Prestação de serviço de transporte iniciada em unidade da Federação diversa daquela onde inscrito o prestador,Classificam-se neste código as prestações de serviço de transporte que tenham sido iniciadas em unidade da Federação diversa daquela onde o prestador está inscrito como contribuinte.,4003 
6933,Prestação de serviço tributado pelo ISSQN,"Classificam-se neste código as prestações de serviços, de competência municipal, desde que informados em Nota Fiscal modelo 1 ou 1-A.",4003 
6949,Outra saída de mercadoria ou prestação de serviço não especificado,Classificam-se neste código as outras saídas de mercadorias ou prestações de serviços que não tenham sido especificados nos códigos anteriores.,TRIB
7000,SAÍDAS OU PRESTAÇÕES DE SERVIÇOS PARA O EXTERIOR,"Classificam-se, neste grupo, as operações ou prestações em que o destinatário esteja localizado em outro país",TRIB
7100,VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS,,TRIB
7101,Venda de produção do estabelecimento,Classificam-se neste código as vendas de produtos industrializados no estabelecimento. Também serão classificadas neste código as vendas de mercadorias por estabelecimento industrial de cooperativa.,4003 
7102,Venda/export merc terceiros,"Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização, que não tenham sido objeto de qualquer processo industrial no estabelecimento. Também serão classificadas neste código as v",4003 
7105,"Venda de produção do estabelecimento, que não deva por ele transitar","Classificam-se neste código as vendas de produtos industrializados no estabelecimento, armazenados em depósito fechado, armazém geral ou outro sem que haja retorno ao estabelecimento depositante.",4003 
7106,"Venda de mercadoria adquirida ou recebida de terceiros, que não deva por ele transitar","Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização, armazenadas em depósito fechado, armazém geral ou outro, que não tenham sido objeto de qualquer processo industrial no esta",4003 
7127,Venda de produção do estabelecimento sob o regime de,,4003 
7200,"DEVOLUÇÕES DE COMPRAS PARA INDUSTRIALIZAÇÃO, COMERCIALIZAÇÃO OU ANULAÇÕES DE VALORES",,TRIB
7201,Devolução de compra para industrialização,"Classificam-se neste código as devoluções de mercadorias adquiridas para serem utilizadas em processo de industrialização, cujas entradas tenham sido classificadas como",4015 
7202,Devolução de compra para comercialização,"Classificam-se neste código as devoluções de mercadorias adquiridas para serem comercializadas, cujas entradas tenham sido classificadas como",4015 
7205,Anulação de valor relativo à aquisição de serviço de comunicação,"Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes das aquisições de serviços de comunicação.",4003 
7206,Anulação de valor relativo a aquisição de serviço de transporte,"Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes das aquisições de serviços de transporte.",4003 
7207,Anulação de valor relativo à compra de energia elétrica,"Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes da compra de energia elétrica.",4003 
7210,Devolução de compra para utilização na prestação de serviço,"Classificam-se neste código as devoluções de mercadorias adquiridas para utilização na prestação de serviços, cujas entradas tenham sido classificadas no código",4015 
7211,"Devolução de compras para industrialização sob o regime de drawback"";",,4015 
7250,VENDAS DE ENERGIA ELÉTRICA,,TRIB
7251,Venda de energia elétrica para o exterior,Classificam-se neste código as vendas de energia elétrica para o exterior.,4003 
7300,PRESTAÇÕES DE SERVIÇOS DE COMUNICAÇÃO,,TRIB
7301,Prestação de serviço de comunicação para execução de serviço da mesma natureza,Classificam-se neste código as prestações de serviços de comunicação destinados às prestações de serviços da mesma natureza.,4003 
7350,PRESTAÇÕES DE SERVIÇO DE TRANSPORTE,,TRIB
7358,Prestação de serviço de transporte,Classificam-se neste código as prestações de serviços de transporte destinado a estabelecimento no exterior.,4003 
7500,EXPORTAÇÃO DE MERCADORIAS RECEBIDAS COM FIM ESPECÍFICO DE EXPORTAÇÃO,,TRIB
7501,Export ent. c/ fim esp export,"Classificam-se neste código as exportações das mercadorias recebidas anteriormente com finalidade específica de exportação, cujas entradas tenham sido classificadas nos códigos",4003 
7550,OPERAÇÕES COM BENS DE ATIVO IMOBILIZADO E MATERIAIS PARA USO OU CONSUMO,,TRIB
7551,Venda de bem do ativo imobilizado,Classificam-se neste código as vendas de bens integrantes do ativo imobilizado do estabelecimento.,4003 
7553,Devolução de compra de bem para o ativo imobilizado,"Classificam-se neste código as devoluções de bens adquiridos para integrar o ativo imobilizado do estabelecimento, cuja entrada foi classificada no código",4015 
7556,Devolução de compra de material de uso ou consumo,"Classificam-se neste código as devoluções de mercadorias destinadas ao uso ou consumo do estabelecimento, cuja entrada tenha sido classificada no código",4015 
7900,OUTRAS SAÍDAS DE MERCADORIAS OU PRESTAÇÕES DE SERVIÇOS,,TRIB
7930,Lançamento efetuado a título de devolução de bem cuja entrada tenha ocorrido sob amparo de regime especial aduaneiro de admissão temporária,Classificam-se neste código os lançamentos efetuados a título de saída em devolução de bens cuja entrada tenha ocorrido sob amparo de regime especial aduaneiro de admissão temporária.,4003 
7949,Outra saída de mercadoria ou prestação de serviço não especificado,Classificam-se neste código as outras saídas de mercadorias ou prestações de serviços que não tenham sido especificados nos códigos anteriores.,TRIB
